City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Baykit,RU,2022-10-05 19:31:46,61.67,96.37,30.74,98,100,2.75
294,Cuamba,MZ,2022-10-05 19:32:25,-14.8031,36.5372,76.41,26,0,3.85
295,Parabel,RU,2022-10-05 19:32:25,58.6978,81.4825,38.89,84,100,5.61
296,Kodinsk,RU,2022-10-05 19:32:26,58.6881,99.1844,33.49,99,100,4.47
297,San Cristobal,VE,2022-10-05 19:29:25,7.7669,-72.225,80.78,81,100,1.14
298,Mugur-Aksy,RU,2022-10-05 19:32:28,50.35,90.5,29.7,68,62,6.55
299,Birjand,IR,2022-10-05 19:32:28,32.8663,59.2211,61.27,17,0,6.91
300,Kaitong,CN,2022-10-05 19:32:29,44.8135,123.15,34.3,42,0,7.25
301,Kloulklubed,PW,2022-10-05 19:32:30,7.0419,134.2556,75.7,74,69,8.52
302,Krasnoselkup,RU,2022-10-05 19:32:31,65.7,82.4667,32.85,94,100,9.1
303,Genhe,CN,2022-10-05 19:32:32,50.7833,121.5167,19.27,64,4,2.71
304,Port Blair,IN,2022-10-05 19:32:33,11.6667,92.75,80.19,83,100,13.29
305,Codrington,AU,2022-10-05 19:32:34,-38.2667,141.9667,54.86,93,100,11.27
306,Lagoa,PT,2022-10-05 19:32:35,39.05,-27.9833,69.01,84,100,20.71
307,Lata,PT,2022-10-05 19:32:36,40.1629,-8.3327,67.91,82,0,2.17
308,Port Hardy,CA,2022-10-05 19:32:37,50.6996,-127.4199,60.98,82,75,3.44
309,Algiers,DZ,2022-10-05 19:30:13,36.7525,3.042,73.98,57,91,9.37
310,Mangochi,MW,2022-10-05 19:32:38,-14.4782,35.2645,81.66,26,0,4.34
311,Minas,UY,2022-10-05 19:32:39,-34.3759,-55.2377,69.21,57,47,12.08
312,Touros,BR,2022-10-05 19:32:39,-5.1989,-35.4608,79.32,79,0,14.58
313,Sabzevar,IR,2022-10-05 19:32:40,36.2126,57.6819,65.48,22,0,13.8
314,Lakes Entrance,AU,2022-10-05 19:32:41,-37.8811,147.981,52.16,94,100,18.84
315,Tanout,NE,2022-10-05 19:32:41,14.9709,8.8879,93.85,18,68,11.52
316,Rio Gallegos,AR,2022-10-05 19:31:55,-51.6226,-69.2181,59.05,31,40,5.75
317,Zheleznodorozhnyy,RU,2022-10-05 19:32:43,55.7503,38.0042,44.78,85,88,7.05
318,Saint-Augustin,CA,2022-10-05 19:30:32,51.226,-58.6502,58.14,66,25,12.01
319,Aksarka,RU,2022-10-05 19:32:44,66.5606,67.7975,36.37,87,95,7.87
320,Palmer,US,2022-10-05 19:29:53,42.1584,-72.3287,62.62,84,100,9.22
321,Menongue,AO,2022-10-05 19:32:45,-14.6585,17.691,70.97,20,50,3.29
322,Tura,IN,2022-10-05 19:32:46,25.5198,90.2201,71.11,97,91,2.95
323,Kollam,IN,2022-10-05 19:32:47,8.8833,76.6,76.57,88,100,6.93
324,Assiniboia,CA,2022-10-05 19:33:47,49.6334,-105.9845,58.82,44,100,13.8
325,Pocone,BR,2022-10-05 19:32:07,-16.2567,-56.6228,99.79,27,61,6.91
326,Saldanha,ZA,2022-10-05 19:29:12,-33.0117,17.9442,57.25,78,0,8.84
327,Arkhipo-Osipovka,RU,2022-10-05 19:33:49,44.37,38.52,55.98,69,0,10.76
328,Ayr,GB,2022-10-05 19:33:50,55.4627,-4.6339,50.5,87,40,12.66
329,Puerto Carreno,CO,2022-10-05 19:33:50,6.189,-67.4859,91.38,55,40,2.3
330,Martapura,ID,2022-10-05 19:33:51,-3.4167,114.85,73.49,100,75,2.3
331,Saint Anthony,US,2022-10-05 19:33:52,45.0205,-93.218,73.99,63,75,8.05
332,Padang,ID,2022-10-05 19:33:53,-0.9492,100.3543,76.93,87,100,4.27
333,Turukhansk,RU,2022-10-05 19:33:53,65.8167,87.9833,30.54,95,99,6.82
334,Jackson,US,2022-10-05 19:30:39,42.4165,-122.8345,80.15,46,0,1.01
335,Urusha,RU,2022-10-05 19:33:54,54.05,122.9,23.05,69,54,2.71
336,Yumen,CN,2022-10-05 19:33:55,40.2833,97.2,41.09,58,6,4.18
337,Manokwari,ID,2022-10-05 19:33:56,-0.8667,134.0833,77.54,76,99,2.35
338,Srednekolymsk,RU,2022-10-05 19:33:56,67.45,153.6833,20.53,88,100,23.2
339,Kalmunai,LK,2022-10-05 19:29:27,7.4167,81.8167,80.01,78,100,2.57
340,Huarmey,PE,2022-10-05 19:33:57,-10.0681,-78.1522,66.72,69,4,13.18
341,Buritizeiro,BR,2022-10-05 19:33:58,-17.3511,-44.9622,85.89,42,80,2.28
342,Belgrade,RS,2022-10-05 19:33:59,44.804,20.4651,52.43,84,0,6.91
343,Gigmoto,PH,2022-10-05 19:33:59,13.7796,124.39,80.19,84,96,5.59
344,Nampula,MZ,2022-10-05 19:34:00,-15.1165,39.2666,69.49,62,0,4.94
345,Upata,VE,2022-10-05 19:34:01,8.0086,-62.3989,80.19,90,99,3.42
346,Samarai,PG,2022-10-05 19:34:01,-10.6167,150.6667,80.96,81,58,10.22
347,Constitucion,CL,2022-10-05 19:33:07,-35.3333,-72.4167,57.38,70,2,13.31
348,Forbes,AU,2022-10-05 19:29:32,-33.3833,148.0167,58.91,93,100,13.38
349,Andenes,NO,2022-10-05 19:34:05,69.3143,16.1194,45.93,80,40,12.66
350,Zhongshu,CN,2022-10-05 19:34:05,24.5167,103.7667,57.99,97,16,1.72
351,Mahajanga,MG,2022-10-05 19:34:06,-15.7167,46.3167,73.42,83,0,2.3
352,Kedrovyy,RU,2022-10-05 19:34:07,56.1667,91.8167,34.21,98,100,8.93
353,Stephenville,US,2022-10-05 19:34:08,32.2207,-98.2023,88.25,23,0,6.91
354,Sisimiut,GL,2022-10-05 19:34:08,66.9395,-53.6735,31.51,74,19,5.84
355,Vila Franca Do Campo,PT,2022-10-05 19:33:25,37.7167,-25.4333,72.19,88,98,9.42
356,Bubaque,GW,2022-10-05 19:29:31,11.2833,-15.8333,82.38,75,10,8.12
357,Barberton,ZA,2022-10-05 19:34:12,-25.7884,31.0532,75.29,51,1,2.08
358,Haradok,BY,2022-10-05 19:34:13,55.4624,29.9816,48.31,98,100,6.93
359,Burnie,AU,2022-10-05 19:34:14,-41.0667,145.9167,49.95,65,100,23.09
360,Gornji Milanovac,RS,2022-10-05 19:34:14,44.0333,20.45,46.49,74,100,2.44
361,La Rioja,ES,2022-10-05 19:34:15,42.25,-2.5,60.58,69,0,1.97
362,Clyde River,CA,2022-10-05 19:34:16,70.4692,-68.5914,26.83,74,100,19.57
363,Auki,SB,2022-10-05 19:31:50,-8.7676,160.7034,76.93,77,100,4.27
364,Salalah,OM,2022-10-05 19:34:19,17.0151,54.0924,78.89,83,20,3.44
365,Marsabit,KE,2022-10-05 19:34:20,2.3284,37.9899,73.33,42,81,17.67
366,Akom,CM,2022-10-05 19:34:20,2.6678,12.7109,67.84,98,100,2.51
367,Ciudad Bolivar,VE,2022-10-05 19:35:21,8.1222,-63.5497,90.12,54,77,2.28
368,Boyolangu,ID,2022-10-05 19:35:22,-8.1181,111.8935,74.7,91,100,6.33
369,Sidmouth,GB,2022-10-05 19:35:23,50.6909,-3.2397,54.66,77,20,8.05
370,Mount Darwin,ZW,2022-10-05 19:35:23,-16.7725,31.5838,69.08,32,0,3.85
371,Manzanillo,CU,2022-10-05 19:35:24,20.3433,-77.1167,87.1,64,49,5.44
372,Sao Domingos,BR,2022-10-05 19:35:25,-13.3983,-46.3183,95.29,18,59,2.44
373,Griffith,US,2022-10-05 19:35:26,41.5284,-87.4237,79.14,29,0,5.75
374,Awjilah,LY,2022-10-05 19:35:26,29.1081,21.2869,78.73,38,4,8.39
375,Panjab,AF,2022-10-05 19:33:06,34.388,67.0233,41.02,34,0,5.88
376,Port Macquarie,AU,2022-10-05 19:30:35,-31.4333,152.9167,56.89,93,100,5.08
377,Khandyga,RU,2022-10-05 19:35:28,62.6667,135.6,10.76,92,33,2.01
378,Wilmington,US,2022-10-05 19:31:19,34.2257,-77.9447,75.94,46,0,11.5
379,Fairlie,GB,2022-10-05 19:35:29,55.756,-4.8556,51.19,89,48,5.99
380,Isangel,VU,2022-10-05 19:35:30,-19.55,169.2667,66.31,94,29,3.44
381,Amuntai,ID,2022-10-05 19:35:30,-2.4177,115.2494,72.75,98,93,1.05
382,Lunenburg,CA,2022-10-05 19:35:31,44.3835,-64.3155,62.49,86,100,14.97
383,Xuddur,SO,2022-10-05 19:35:32,4.1213,43.8894,74.25,76,46,14.97
384,Garissa,KE,2022-10-05 19:35:32,-0.4536,39.6401,77.7,70,12,20.31
385,Terra Santa,BR,2022-10-05 19:35:33,-2.1042,-56.4869,99.66,26,97,8.28
386,Cordoba,AR,2022-10-05 19:33:27,-31.4135,-64.1811,58.24,80,20,20.71
387,Gat,IL,2022-10-05 19:35:34,31.61,34.7642,75.88,100,0,4.32
388,Darlowo,PL,2022-10-05 19:35:35,54.421,16.4107,57.06,68,13,16.24
389,Cabedelo,BR,2022-10-05 19:35:35,-6.9811,-34.8339,83.07,80,1,12.17
390,Bangad,PH,2022-10-05 19:35:36,15.5036,121.0275,74.59,89,92,3.58
391,Klaksvik,FO,2022-10-05 19:35:37,62.2266,-6.589,49.12,75,20,30.33
392,Pemberton,CA,2022-10-05 19:35:37,50.3164,-122.8027,81.21,47,15,1.03
393,Matara,LK,2022-10-05 19:35:38,5.9485,80.5353,76.95,88,100,11.68
394,High Prairie,CA,2022-10-05 19:35:39,55.4334,-116.4858,51.26,53,100,11.45
395,Wabana,CA,2022-10-05 19:35:39,47.6332,-52.9481,63.55,49,20,14.97
396,Champerico,GT,2022-10-05 19:35:40,14.3,-91.9167,93.74,73,100,5.55
397,Hambantota,LK,2022-10-05 19:35:41,6.1241,81.1185,78.64,81,100,16.58
398,Kroya,ID,2022-10-05 19:35:41,-7.6331,109.2461,76.71,86,98,7.56
399,Iwanai,JP,2022-10-05 19:35:42,42.9744,140.5089,45.77,70,98,9.75
400,Dubuque,US,2022-10-05 19:30:49,42.4833,-90.8668,72.5,39,75,9.22
401,Casper,US,2022-10-05 19:33:12,42.8666,-106.3131,68.72,33,0,5.75
402,Rassvet,RU,2022-10-05 19:35:43,46.8333,40.75,52.21,68,1,6.78
403,Chiredzi,ZW,2022-10-05 19:35:44,-21.05,31.6667,79.27,44,0,9.89
404,Peniche,PT,2022-10-05 19:35:45,39.3558,-9.3811,66.07,89,0,14.36
405,Xichang,CN,2022-10-05 19:35:45,27.8964,102.2634,66.34,92,100,2.82
406,Halden,NO,2022-10-05 19:35:46,59.1226,11.3871,57.63,96,100,20.45
407,Cap Malheureux,MU,2022-10-05 19:35:47,-19.9842,57.6142,71.47,71,62,4.0
408,Guerrero Negro,MX,2022-10-05 19:35:47,27.9769,-114.0611,76.26,61,6,8.95
409,Tonekabon,IR,2022-10-05 19:35:48,36.8163,50.8738,73.35,68,0,2.68
410,Bathsheba,BB,2022-10-05 19:35:49,13.2167,-59.5167,81.21,83,75,24.16
411,Hornepayne,CA,2022-10-05 19:35:49,49.2138,-84.7705,57.49,92,97,8.52
412,Yeniseysk,RU,2022-10-05 19:35:50,58.4497,92.1703,34.32,97,100,10.29
413,Moyale,KE,2022-10-05 19:35:51,3.5167,39.0584,73.49,53,96,4.0
414,Masuguru,TZ,2022-10-05 19:35:51,-11.3667,38.4167,76.17,66,5,9.01
415,Colares,PT,2022-10-05 19:33:36,38.7992,-9.4469,71.28,74,0,20.0
416,Tomatlan,MX,2022-10-05 19:35:52,19.9333,-105.25,86.99,65,10,5.68
417,Gueret,FR,2022-10-05 19:36:53,46.1667,1.8667,55.58,78,0,2.68
418,Mosquera,CO,2022-10-05 19:36:54,4.7059,-74.2302,51.89,100,75,4.61
419,Lavrentiya,RU,2022-10-05 19:36:54,65.5833,-171.0,38.43,90,100,23.24
420,Zlobin,HR,2022-10-05 19:36:56,45.2924,14.6541,54.59,85,0,0.0
421,Basco,PH,2022-10-05 19:36:56,20.4487,121.9702,82.6,77,23,16.98
422,Kabanjahe,ID,2022-10-05 19:36:57,3.1001,98.4908,62.02,96,100,4.43
423,Alzamay,RU,2022-10-05 19:36:57,55.5562,98.6644,34.3,98,100,8.52
424,Camara De Lobos,PT,2022-10-05 19:36:58,32.6333,-16.9667,73.71,90,20,11.5
425,Gusau,NG,2022-10-05 19:36:59,12.1628,6.6614,76.12,74,100,2.53
426,Zavyalovo,RU,2022-10-05 19:36:59,54.5053,82.4484,43.18,95,100,3.22
427,Gijon,ES,2022-10-05 19:37:00,43.5357,-5.6615,66.45,92,100,5.01
428,Marfino,RU,2022-10-05 19:37:01,55.7028,37.3822,44.51,87,75,6.71
429,Nyurba,RU,2022-10-05 19:37:02,63.2842,118.3319,29.98,96,100,9.26
430,Bandarbeyla,SO,2022-10-05 19:37:02,9.4942,50.8122,77.41,83,72,18.01
431,Kutum,SD,2022-10-05 19:37:03,14.2,24.6667,84.09,25,94,9.15
432,Florida,US,2022-10-05 19:34:10,28.7505,-82.5001,82.9,57,0,8.05
433,Hirara,JP,2022-10-05 19:37:04,24.8,125.2833,80.42,79,24,16.64
434,Sao Joao Da Barra,BR,2022-10-05 19:37:05,-21.6403,-41.0511,77.09,85,73,11.1
435,Mirabad,AF,2022-10-05 19:37:06,30.4362,61.8383,73.33,15,0,24.36
436,Valle Hermoso,MX,2022-10-05 19:37:06,25.6667,-97.8333,87.93,33,54,9.01
437,Hammerfest,NO,2022-10-05 19:37:07,70.6634,23.6821,43.25,81,100,3.44
438,Zhigansk,RU,2022-10-05 19:37:08,66.7697,123.3711,24.21,93,100,11.74
439,Tudela,ES,2022-10-05 19:37:09,42.0617,-1.6045,72.5,53,0,1.14
440,Grand Gaube,MU,2022-10-05 19:37:09,-20.0064,57.6608,72.0,71,69,4.0
441,Naron,ES,2022-10-05 19:37:10,43.5167,-8.1528,64.04,91,100,13.31
442,Christiana,ZA,2022-10-05 19:37:11,-27.914,25.1611,68.83,17,33,3.42
443,Victor Harbor,AU,2022-10-05 19:37:11,-35.5667,138.6167,55.69,94,12,7.09
444,Phuket,TH,2022-10-05 19:37:12,8.0,98.25,79.02,94,20,9.22
445,Poum,NC,2022-10-05 19:37:13,-20.2333,164.0167,72.64,65,47,11.14
446,Loiza,PR,2022-10-05 19:37:13,18.4313,-65.8802,89.58,64,40,20.71
447,Bardiyah,LY,2022-10-05 19:37:14,31.7561,25.0865,72.91,58,0,13.4
448,Roanoke,US,2022-10-05 19:36:04,37.271,-79.9414,77.04,46,0,11.5
449,Abu Dhabi,AE,2022-10-05 19:33:21,24.4667,54.3667,87.91,81,0,5.75
450,Wilmington Island,US,2022-10-05 19:37:16,32.0036,-80.9737,79.03,49,0,9.22
451,Jining,CN,2022-10-05 19:37:17,35.405,116.5814,48.96,81,100,4.05
452,Los Llanos De Aridane,ES,2022-10-05 19:37:17,28.6585,-17.9182,73.13,87,0,12.66
453,Marrakesh,MA,2022-10-05 19:36:33,31.6315,-8.0083,84.27,26,100,3.44
454,Embonas,GR,2022-10-05 19:37:19,36.2269,27.8564,68.13,60,0,13.2
455,Tatawin,TN,2022-10-05 19:37:19,32.9297,10.4518,72.23,64,15,14.83
456,Nalvo,PH,2022-10-05 19:37:20,16.8096,120.5108,72.82,86,45,4.16
457,Atambua,ID,2022-10-05 19:37:21,-9.1061,124.8925,73.78,85,84,3.74
458,Kargasok,RU,2022-10-05 19:37:21,59.0556,80.8572,39.0,77,100,7.27
459,Waipawa,NZ,2022-10-05 19:33:13,-41.4122,175.5153,36.86,85,99,18.77
460,Coulommiers,FR,2022-10-05 19:37:23,48.8145,3.085,66.85,68,52,12.24
461,Haines Junction,CA,2022-10-05 19:37:23,60.7522,-137.5108,42.75,75,100,1.14
462,Sistranda,NO,2022-10-05 19:37:24,63.7256,8.834,49.96,81,60,36.6
463,Carman,CA,2022-10-05 19:33:39,49.4992,-98.0016,68.34,52,25,16.11
464,Manado,ID,2022-10-05 19:37:25,1.487,124.8455,77.77,94,20,1.14
465,Namibe,AO,2022-10-05 19:38:26,-15.1961,12.1522,64.51,84,76,1.83
466,Atikokan,CA,2022-10-05 19:38:26,48.7555,-91.6216,67.23,48,88,8.12
467,Riyadh,SA,2022-10-05 19:34:32,24.6877,46.7219,82.54,15,0,1.86
468,Kruisfontein,ZA,2022-10-05 19:38:27,-34.0033,24.7314,55.89,83,76,4.97
469,Changji,CN,2022-10-05 19:38:28,44.0167,87.3167,47.19,46,0,2.24
470,Kieta,PG,2022-10-05 19:38:29,-6.2167,155.6333,78.76,84,80,6.13
471,Grand-Santi,GF,2022-10-05 19:38:30,4.25,-54.3833,96.17,31,12,3.33
472,Vila Velha,BR,2022-10-05 19:37:54,-20.3297,-40.2925,76.95,83,75,8.05
473,Tucurui,BR,2022-10-05 19:38:31,-3.7661,-49.6725,95.52,32,91,2.66
474,Tarrafal,CV,2022-10-05 19:38:32,15.2833,-23.7667,84.99,77,31,5.12
475,Bundaberg,AU,2022-10-05 19:38:32,-24.85,152.35,61.21,92,42,1.99
476,Rayon,MX,2022-10-05 19:38:33,19.1444,-99.5836,66.07,66,42,5.5
477,Seminole,US,2022-10-05 19:38:34,28.7086,-81.2081,85.24,48,0,8.05
478,Sosva,RU,2022-10-05 19:38:35,59.1766,61.8558,40.62,67,99,4.76
479,Keti Bandar,PK,2022-10-05 19:38:35,24.1447,67.4497,80.74,76,68,10.83
480,Margate,GB,2022-10-05 19:38:36,51.3813,1.3862,58.3,69,11,5.99
481,Riverton,US,2022-10-05 19:35:19,40.5219,-111.9391,78.78,33,0,4.0
482,Narva-Joesuu,EE,2022-10-05 19:38:37,59.4589,28.0408,52.2,96,100,10.33
483,Haikou,CN,2022-10-05 19:36:36,20.0458,110.3417,77.13,94,0,4.47
484,Roma,US,2022-10-05 19:34:03,43.2128,-75.4557,69.96,46,0,8.05
485,Barguzin,RU,2022-10-05 19:38:39,53.6167,109.6167,22.73,79,14,1.21
486,Jian,CN,2022-10-05 19:38:39,27.1172,114.9793,63.88,76,98,6.85
487,Kununurra,AU,2022-10-05 19:35:04,-15.7667,128.7333,82.38,65,40,5.75
488,Talcahuano,CL,2022-10-05 19:36:53,-36.7167,-73.1167,56.88,72,40,12.66
489,Buin,CL,2022-10-05 19:38:41,-33.7333,-70.75,64.44,50,92,9.33
490,Wawina,HN,2022-10-05 19:38:42,15.4167,-84.4333,80.71,79,100,4.05
491,Lasa,IT,2022-10-05 19:38:42,46.6166,10.7002,58.08,84,25,2.55
492,Mulege,MX,2022-10-05 19:38:43,26.8833,-111.9833,89.13,29,0,8.08
493,Muros,ES,2022-10-05 19:38:44,42.7762,-9.0603,68.16,81,97,12.8
494,Insch,GB,2022-10-05 19:38:44,57.3427,-2.6132,49.93,81,37,15.21
495,Pangnirtung,CA,2022-10-05 19:38:45,66.1451,-65.7125,31.46,91,100,1.66
496,Oktyabrskoye,RU,2022-10-05 19:38:46,43.0645,44.7417,59.14,87,100,6.71
497,Pareora,NZ,2022-10-05 19:38:46,-44.4871,171.2132,39.18,37,5,20.07
498,Izhevskoye,RU,2022-10-05 19:38:47,54.5567,40.8703,43.11,93,85,7.29
499,Cumana,VE,2022-10-05 19:38:48,10.4635,-64.1775,82.04,80,94,5.53
500,Kudat,MY,2022-10-05 19:38:48,6.8837,116.8477,75.29,94,20,1.14
501,Tigil,RU,2022-10-05 19:38:49,57.8,158.6667,34.25,71,79,24.87
502,Kavaratti,IN,2022-10-05 19:38:50,10.5669,72.642,81.19,79,78,15.39
503,Zhezkazgan,KZ,2022-10-05 19:38:51,47.8043,67.7144,47.57,22,0,8.66
504,Olafsvik,IS,2022-10-05 19:38:51,64.8945,-23.7142,44.33,68,100,9.64
505,Viedma,AR,2022-10-05 19:38:52,-40.8135,-62.9967,73.51,24,19,15.3
506,Pak Phanang,TH,2022-10-05 19:38:53,8.3511,100.202,79.83,80,100,4.14
507,Sao Felix Do Xingu,BR,2022-10-05 19:38:53,-6.6447,-51.995,99.54,20,60,1.97
508,Paamiut,GL,2022-10-05 19:38:54,61.994,-49.6678,36.68,93,100,9.64
509,Aracaju,BR,2022-10-05 19:38:55,-10.9111,-37.0717,80.55,74,40,11.5
510,Charters Towers,AU,2022-10-05 19:38:56,-20.1,146.2667,65.08,89,2,7.45
511,Grindavik,IS,2022-10-05 19:39:56,63.8424,-22.4338,45.07,76,75,8.05
512,Bam,IR,2022-10-05 19:39:57,29.106,58.357,78.96,12,0,12.93
513,Camana,PE,2022-10-05 19:39:58,-16.6228,-72.7111,63.28,71,72,11.07
514,Tezu,IN,2022-10-05 19:39:58,27.9167,96.1667,73.15,97,99,2.3
515,Wielun,PL,2022-10-05 19:39:59,51.221,18.5696,55.8,69,100,13.76
516,Itai,BR,2022-10-05 19:38:05,-23.4178,-49.0906,81.36,52,0,3.76
517,Caravelas,BR,2022-10-05 19:37:07,-17.7125,-39.2481,77.31,75,79,11.16
518,Belaya Gora,RU,2022-10-05 19:39:48,68.5333,146.4167,17.51,93,97,11.18
519,Plettenberg Bay,ZA,2022-10-05 19:40:03,-34.0527,23.3716,55.44,86,100,4.0
520,Adrar,MR,2022-10-05 19:40:04,20.5022,-10.0711,95.9,12,7,10.92
521,Atherton,GB,2022-10-05 19:40:05,53.5237,-2.4935,53.42,85,11,1.01
522,Necochea,AR,2022-10-05 19:40:06,-38.5473,-58.7368,60.48,66,100,5.7
523,Dzaoudzi,YT,2022-10-05 19:40:07,-12.7887,45.2699,76.89,78,0,8.05
524,Herat,AF,2022-10-05 19:40:07,34.5,62.0,57.24,14,0,13.35
525,Whitianga,NZ,2022-10-05 19:40:08,-36.8333,175.7,50.43,71,28,13.8
526,Nizhniy Odes,RU,2022-10-05 19:40:09,63.6445,54.856,41.7,92,100,6.08
527,Bondo,CD,2022-10-05 19:40:10,3.8146,23.6866,70.27,92,74,1.88
528,Saint-Georges,GD,2022-10-05 19:40:11,12.0564,-61.7485,78.48,94,75,25.32
529,Upington,ZA,2022-10-05 19:40:12,-28.4478,21.2561,73.78,15,53,3.44
530,Hami,CN,2022-10-05 19:40:13,42.8,93.45,52.74,46,0,4.97
531,Nishihara,JP,2022-10-05 19:40:14,26.1842,127.7558,78.08,83,100,10.36
532,Albania,AL,2022-10-05 19:40:14,41.0,20.0,60.67,43,100,5.46
533,Bourail,NC,2022-10-05 19:40:15,-21.5667,165.4833,69.04,64,94,3.49
534,Huilong,CN,2022-10-05 19:40:16,31.8111,121.655,60.93,82,100,13.98
535,Sumbe,AO,2022-10-05 19:40:17,-11.2061,13.8437,73.83,85,58,9.44
536,Oyonnax,FR,2022-10-05 19:40:18,46.2592,5.6573,62.73,87,0,5.08
537,Lorengau,PG,2022-10-05 19:40:19,-2.0226,147.2712,82.29,74,41,11.52
538,Vengerovo,RU,2022-10-05 19:40:19,55.6848,76.7471,44.78,96,100,0.87
539,Mana,GF,2022-10-05 19:40:20,5.6592,-53.7767,82.96,71,26,11.56
540,Neman,RU,2022-10-05 19:40:21,55.0311,22.0264,51.48,79,100,8.63
541,Razdolinsk,RU,2022-10-05 19:40:22,58.4211,94.6658,31.77,98,100,9.06
542,Darab,IR,2022-10-05 19:40:22,28.7519,54.5444,79.21,13,0,17.07
543,Uran,IN,2022-10-05 19:40:23,18.8769,72.9397,84.16,82,100,7.4
544,Do Gonbadan,IR,2022-10-05 19:40:24,30.3586,50.7981,86.09,14,0,0.0
545,Nome,US,2022-10-05 19:40:25,64.5011,-165.4064,32.07,86,0,0.0
546,Kayerkan,RU,2022-10-05 19:40:26,69.3497,87.7602,27.84,95,100,5.19
547,Marbella,ES,2022-10-05 19:40:26,36.5154,-4.8858,71.26,100,0,5.21
548,Sennoy,RU,2022-10-05 19:40:27,52.1509,46.9631,50.65,72,43,10.18
549,Salinopolis,BR,2022-10-05 19:40:28,-0.6136,-47.3561,82.06,73,7,14.41
550,Surgut,RU,2022-10-05 19:40:29,61.25,73.4167,30.38,92,0,4.47
551,Heihe,CN,2022-10-05 19:40:30,50.2441,127.4902,27.18,53,2,6.29
552,Linjiang,CN,2022-10-05 19:40:30,41.8069,126.9078,31.37,72,17,1.19
553,Christchurch,NZ,2022-10-05 19:38:47,-43.5333,172.6333,40.41,60,20,14.97
554,Saint-Pierre,RE,2022-10-05 19:40:31,-21.3393,55.4781,71.28,73,20,17.27
555,Darbhanga,IN,2022-10-05 19:40:32,26.1667,85.9,76.46,91,90,6.44
556,Batemans Bay,AU,2022-10-05 19:40:33,-35.7167,150.1833,57.09,95,100,11.95
557,Clive,US,2022-10-05 19:36:35,41.603,-93.7241,72.61,58,75,3.44
558,Dhidhdhoo,MV,2022-10-05 19:38:54,6.8833,73.1,80.89,80,100,17.63
559,Magadan,RU,2022-10-05 19:41:34,59.5667,150.8,18.54,68,97,5.99
560,San Quintin,MX,2022-10-05 19:37:51,30.4833,-115.95,73.2,71,12,9.64
