City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
408,Inta,RU,66.0317,60.1659,37.58,95,100,20.65,overcast clouds
409,Apac,UG,1.9756,32.5386,64.02,94,32,3.44,scattered clouds
410,Amapa,BR,1.0,-52.0,77.88,72,64,4.29,broken clouds
411,Colonia,DE,50.9333,6.95,52.59,83,0,2.3,clear sky
412,Doka,SD,13.5167,35.7667,71.87,74,4,3.13,clear sky
413,Isangel,VU,-19.55,169.2667,82.51,69,75,6.91,broken clouds
414,Saravan,AM,39.7196,45.6483,47.71,56,0,4.34,clear sky
415,Ewa Beach,US,21.3156,-158.0072,87.01,65,0,9.22,clear sky
416,Vitim,RU,59.4511,112.5578,33.1,98,100,2.55,overcast clouds
417,Henties Bay,NA,-22.116,14.2845,61.5,88,82,2.26,broken clouds
418,Tapes,BR,-30.6733,-51.3958,58.12,91,100,14.92,overcast clouds
419,Kloulklubed,PW,7.0419,134.2556,79.3,69,93,12.41,overcast clouds
420,Vila Franca Do Campo,PT,37.7167,-25.4333,74.19,90,40,5.08,scattered clouds
421,Mangan,IN,27.5167,88.5333,70.77,92,100,1.32,light rain
422,Conceicao Do Araguaia,BR,-8.2578,-49.2647,83.68,29,34,2.8,scattered clouds
423,Daru,PG,-9.0763,143.2092,82.78,78,100,9.48,overcast clouds
424,Hobyo,SO,5.3505,48.5268,76.86,85,26,21.27,scattered clouds
425,Husavik,IS,66.0449,-17.3389,19.99,90,85,15.19,overcast clouds
426,Salamiyah,SY,35.0113,37.0532,64.11,72,0,2.82,clear sky
427,Yeniseysk,RU,58.4497,92.1703,42.03,91,100,11.1,light rain
428,Lodja,CD,-3.4833,23.4333,66.99,95,83,2.04,light rain
429,Rundu,NA,-17.9333,19.7667,67.96,19,5,5.84,clear sky
430,Northam,GB,51.0333,-4.2167,52.61,72,72,5.57,broken clouds
431,Cabedelo,BR,-6.9811,-34.8339,79.47,78,37,16.11,scattered clouds
432,Tabou,CI,4.423,-7.3528,76.35,91,85,6.17,light rain
433,Marsh Harbour,BS,26.5412,-77.0636,82.18,74,14,10.29,moderate rain
434,Sinnamary,GF,5.3833,-52.95,79.7,89,36,10.42,light rain
435,Araouane,ML,18.9048,-3.5265,89.85,16,6,0.78,clear sky
436,Mogadishu,SO,2.0371,45.3438,76.89,80,3,13.04,clear sky
437,Dubuque,US,42.4833,-90.8668,66.79,51,0,6.91,clear sky
438,Xiuyan,CN,40.2928,123.2744,42.62,57,1,4.41,clear sky
439,Fort Saint James,CA,54.4333,-124.25,56.48,27,2,10.65,clear sky
440,Vestmannaeyjar,IS,63.4427,-20.2734,42.42,71,97,18.37,overcast clouds
441,Springdale,US,36.1867,-94.1288,73.51,60,75,6.91,broken clouds
442,Atar,MR,20.5169,-13.0499,91.83,23,83,4.27,broken clouds
443,Jackson,US,42.4165,-122.8345,85.15,26,0,3.0,haze
444,Shimoda,JP,34.6667,138.95,71.96,52,100,24.99,overcast clouds
445,Bonthe,SL,7.5264,-12.505,76.87,89,54,4.97,moderate rain
446,Goksun,TR,38.021,36.4973,50.14,75,0,6.93,clear sky
447,Porto Belo,BR,-27.1578,-48.5531,60.75,94,100,8.3,moderate rain
448,Narsingdi,BD,23.9208,90.7181,82.42,92,77,5.91,broken clouds
449,Khani,GE,41.9563,42.9566,51.37,98,100,1.81,overcast clouds
450,Puerto Rondon,CO,6.2805,-71.1,78.39,76,61,4.32,broken clouds
451,Esil,KZ,51.9556,66.4042,44.69,60,30,8.03,scattered clouds
452,Almaznyy,RU,48.0448,40.045,47.77,92,82,12.19,broken clouds
453,May Pen,JM,17.9645,-77.2451,83.41,88,61,1.72,broken clouds
454,Airai,TL,-8.9266,125.4092,68.7,63,100,2.26,overcast clouds
455,San Quintin,MX,30.4833,-115.95,70.02,78,28,14.18,scattered clouds
456,Khipro,PK,25.8285,69.3772,81.88,22,0,4.12,clear sky
457,Nouadhibou,MR,20.931,-17.0347,75.18,73,72,12.66,broken clouds
458,Zambezi,ZM,-13.5432,23.1047,64.71,33,36,5.66,scattered clouds
459,Atocha,BO,-20.9333,-66.2333,43.03,6,0,28.61,clear sky
460,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,88,25,11.23,scattered clouds
461,Papara,BR,-3.9839,-38.7273,79.2,85,22,4.27,few clouds
462,Half Moon Bay,US,37.4636,-122.4286,83.53,72,20,17.27,few clouds
463,Mujiayingzi,CN,42.1167,118.7833,41.05,31,0,5.41,clear sky
464,Mimoso Do Sul,BR,-21.0642,-41.3664,72.21,95,27,2.62,scattered clouds
465,Moose Factory,CA,51.2585,-80.6094,50.0,53,75,13.8,broken clouds
466,Mount Gambier,AU,-37.8333,140.7667,60.51,57,92,12.35,overcast clouds
467,Lookan,PH,5.037,120.1027,83.79,74,100,14.34,overcast clouds
468,Bako,ET,5.7833,36.5667,62.82,83,64,4.14,broken clouds
469,Singaraja,ID,-8.112,115.0882,81.27,75,100,3.47,overcast clouds
470,Sungairaya,ID,0.7,108.9,76.93,90,100,4.34,light rain
471,Arman,RU,59.7,150.1667,25.02,67,71,6.44,broken clouds
472,Altamont,US,42.2068,-121.7372,78.64,26,0,12.66,clear sky
473,Catia La Mar,VE,10.6038,-67.0303,79.59,89,94,8.63,overcast clouds
474,Beira,MZ,-19.8436,34.8389,77.09,83,40,7.0,scattered clouds
475,Owando,CG,-0.4819,15.8999,70.61,96,89,2.17,overcast clouds
476,Belyy Yar,RU,53.6039,91.3903,42.69,86,0,8.95,clear sky
477,Tarbagatay,RU,51.4803,107.3602,18.93,63,89,3.02,overcast clouds
478,Mahebourg,MU,-20.4081,57.7,70.09,88,75,9.22,broken clouds
479,Santa Isabel,BR,-23.3156,-46.2214,67.3,99,100,2.3,overcast clouds
480,Saint-Paul,RE,-21.0096,55.2707,68.11,79,42,0.78,scattered clouds
481,Gweru,ZW,-19.45,29.8167,62.04,54,0,9.75,clear sky
482,Sabha,LY,27.0377,14.4283,72.82,28,22,6.89,few clouds
483,Lishu,CN,43.3047,124.3278,38.66,62,0,8.7,clear sky
484,Kralendijk,BQ,12.15,-68.2667,82.38,83,40,12.66,scattered clouds
485,Mamallapuram,IN,12.6264,80.1722,82.45,83,86,8.86,overcast clouds
486,Flin Flon,CA,54.7682,-101.865,69.64,37,20,11.5,few clouds
487,Qasigiannguit,GL,68.8193,-51.1922,25.05,85,100,2.66,overcast clouds
488,Aranos,NA,-24.1333,19.1167,72.48,14,42,17.56,scattered clouds
489,Gambo,CF,4.6482,22.2633,68.56,99,100,1.95,moderate rain
490,Chicama,PE,-7.8447,-79.1469,59.54,80,34,7.58,scattered clouds
491,Maceio,BR,-9.6658,-35.7353,78.24,78,40,9.22,scattered clouds
492,Waycross,US,31.2136,-82.354,79.05,74,0,0.0,clear sky
493,Mineros,BO,-17.1167,-63.2333,67.91,48,1,4.47,clear sky
494,High Prairie,CA,55.4334,-116.4858,51.96,44,90,12.62,overcast clouds
495,Russell,US,32.3502,-85.1999,74.8,38,0,0.0,clear sky
496,Tahe,CN,52.3333,124.7333,36.14,61,3,3.22,clear sky
497,Brewster,US,41.3973,-73.6171,58.19,79,0,5.75,clear sky
498,Padang,ID,-0.9492,100.3543,73.45,79,100,2.86,overcast clouds
499,Evensk,RU,61.95,159.2333,26.8,64,70,3.65,broken clouds
500,Humen,CN,22.819,113.6731,73.06,29,7,10.07,clear sky
501,Shingu,JP,33.7333,135.9833,66.11,52,94,7.74,overcast clouds
502,Cockburn Town,TC,21.4612,-71.1419,83.21,76,16,17.65,few clouds
503,Twentynine Palms,US,34.1356,-116.0542,89.98,22,4,5.01,clear sky
504,Flores,GT,16.9226,-89.8994,72.97,99,100,2.59,overcast clouds
505,Alice Springs,AU,-23.7,133.8833,78.35,12,95,14.97,overcast clouds
506,Srednekolymsk,RU,67.45,153.6833,21.34,81,75,12.82,broken clouds
507,Boueni,YT,-12.9025,45.0761,75.18,69,0,5.41,clear sky
508,Bosobolo,CD,4.1833,19.9,69.01,96,100,0.63,overcast clouds
509,Havelock,US,34.8791,-76.9013,67.98,81,43,5.53,scattered clouds
510,Arroyo,ES,41.6096,-4.7969,61.59,87,40,3.44,scattered clouds
511,Bongandanga,CD,1.5,21.05,69.46,95,100,0.78,light rain
512,Ambon,ID,-3.6954,128.1814,86.14,74,20,4.61,few clouds
513,Resistencia,AR,-27.4606,-58.9839,61.11,58,0,5.75,clear sky
514,Pandan Niog,PH,6.2282,120.5631,83.7,75,91,14.74,overcast clouds
515,Moron,AR,-34.6534,-58.6198,60.98,66,68,10.42,broken clouds
516,Eenhana,NA,-17.4667,16.3333,72.95,13,18,9.46,few clouds
517,Estelle,US,29.8458,-90.1067,78.01,49,0,5.75,clear sky
518,Laguna,US,38.421,-121.4238,94.1,27,0,9.22,clear sky
519,Ust-Ilimsk,RU,58.0006,102.6619,40.44,94,100,7.38,overcast clouds
520,Novo Aripuana,BR,-5.1206,-60.3797,79.07,71,100,3.33,light rain
521,Fallon,US,39.4735,-118.7774,82.27,12,0,8.05,clear sky
522,Petropavlovka,RU,50.6114,105.3196,36.59,63,100,3.98,overcast clouds
523,Wewak,PG,-3.5534,143.6268,82.74,75,80,5.57,broken clouds
524,Barabai,ID,-2.5833,115.3833,73.89,97,100,0.63,overcast clouds
525,Urupes,BR,-21.2017,-49.29,72.73,85,100,8.43,overcast clouds
526,Buchanan,LR,5.8808,-10.0467,77.32,87,73,4.63,light rain
527,Tura,IN,25.5198,90.2201,70.72,98,82,4.43,broken clouds
528,Talnakh,RU,69.4865,88.3972,34.21,99,100,6.02,light snow
529,Cedar City,US,37.6775,-113.0619,70.77,24,0,5.75,clear sky
530,Kangaatsiaq,GL,68.3065,-53.4641,29.82,76,100,18.97,overcast clouds
531,Pleasanton,US,37.6624,-121.8747,90.32,48,0,5.99,clear sky
532,Johi,PK,26.6921,67.6133,80.35,20,0,2.91,clear sky
533,Ternate,ID,0.8,127.4,81.91,74,94,2.17,overcast clouds
534,Mucuri,BR,-18.0864,-39.5508,75.9,82,21,12.33,few clouds
535,Kropotkin,RU,45.4375,40.5756,52.38,73,2,17.25,clear sky
536,Hun,LY,29.1268,15.9477,72.52,34,4,8.21,clear sky
537,Dakar,SN,14.6937,-17.4441,81.48,94,0,9.22,clear sky
538,Ketchikan,US,55.3422,-131.6461,54.07,54,75,4.61,broken clouds
539,Tokur,RU,53.1333,132.9,29.59,60,87,4.81,overcast clouds
540,Karoi,ZW,-16.8099,29.6925,65.43,47,0,7.31,clear sky
541,Ostrovnoy,RU,68.0531,39.5131,39.88,92,51,11.97,broken clouds
542,Hutchinson,US,38.0608,-97.9298,73.35,53,100,20.71,overcast clouds
543,Preobrazheniye,RU,42.9019,133.9064,46.04,82,58,14.32,broken clouds
544,Shar,KZ,49.5886,81.0453,38.25,81,34,3.6,scattered clouds
545,Matara,LK,5.9485,80.5353,76.12,90,100,6.17,overcast clouds
546,Banjar,ID,-8.19,114.9675,80.04,81,100,4.47,overcast clouds
547,Marsa Matruh,EG,31.3525,27.2453,70.56,72,0,6.73,clear sky
548,Pijijiapan,MX,15.7011,-93.23,74.44,97,100,2.1,overcast clouds
549,Rafai,CF,4.95,23.9167,68.67,98,98,2.26,light rain
550,Deputatskiy,RU,69.3,139.9,6.78,93,63,6.33,broken clouds
551,Vikersund,NO,59.9659,9.995,44.04,90,17,4.7,few clouds
552,Ulaanbaatar,MN,47.9077,106.8832,15.93,86,0,2.24,clear sky
553,Cepelare,BG,41.7333,24.6833,46.45,84,99,2.15,overcast clouds
554,Dalbandin,PK,28.8947,64.4101,62.94,11,0,6.17,clear sky
555,Rawson,AR,-43.3002,-65.1023,61.84,32,18,16.08,few clouds
556,Sativasur,CO,6.0936,-72.7122,51.24,90,79,4.56,broken clouds
557,Urucui,BR,-7.2294,-44.5561,86.34,29,79,4.85,broken clouds
558,Dori,BF,14.0354,-0.0345,89.28,36,55,8.77,broken clouds
559,Horta,PT,38.5333,-28.6333,69.03,87,30,3.0,scattered clouds
560,Yazd,IR,31.8972,54.3675,67.35,15,0,3.44,clear sky
561,Forest Lake,US,45.2789,-92.9852,67.26,52,0,7.0,clear sky
562,Umm Lajj,SA,25.0213,37.2685,81.43,55,0,9.15,clear sky
563,Santo Antonio Do Ica,BR,-3.1022,-67.9397,76.82,81,74,2.77,broken clouds
564,Cabo Rojo,PR,18.0866,-67.1457,80.89,87,52,8.01,broken clouds
565,Niksic,ME,42.7731,18.9445,55.67,95,100,3.65,overcast clouds
566,Kitgum,UG,3.2783,32.8867,66.2,84,59,2.13,light rain
567,Warrington,GB,53.3925,-2.5802,50.32,88,97,3.85,overcast clouds
568,Phalaborwa,ZA,-23.943,31.1411,69.08,86,0,4.38,clear sky
569,Bozeman,US,45.6796,-111.0386,72.82,30,0,4.61,clear sky
570,Miri,MY,4.4148,114.0089,75.34,100,40,1.14,scattered clouds
571,Zabaykalsk,RU,49.6333,117.3167,40.8,29,65,0.69,broken clouds
572,Marabba,SD,12.35,32.1833,78.31,65,52,6.44,broken clouds
573,Bantacan,PH,7.604,126.1298,82.54,80,100,0.96,overcast clouds
574,Vestmanna,FO,62.1564,-7.1664,38.32,81,98,11.5,overcast clouds
575,Chilca,PE,-12.5211,-76.7372,60.73,88,67,10.22,broken clouds
576,Shenjiamen,CN,29.9576,122.298,61.07,66,53,15.26,broken clouds
577,Baherden,TM,38.4362,57.4316,64.47,22,0,5.55,clear sky
578,Port Hueneme,US,34.1478,-119.1951,80.51,78,40,8.05,scattered clouds
579,Assiniboia,CA,49.6334,-105.9845,71.42,20,24,17.27,few clouds
580,Bantou,CN,26.2151,117.4893,60.24,44,10,2.39,clear sky
581,Tazovskiy,RU,67.4667,78.7,37.67,94,100,10.45,light rain
582,Faro,PT,37.0194,-7.9322,67.17,94,20,8.05,few clouds
583,Kargasok,RU,59.0556,80.8572,45.93,86,100,14.92,light rain
584,Quang Ngai,VN,15.1167,108.8,76.12,91,94,9.4,overcast clouds
585,Hella,NO,67.2,14.4333,46.54,89,100,11.5,overcast clouds
586,Porto Novo,BJ,6.4965,2.6036,80.42,89,83,4.05,broken clouds
587,Campbellton,CA,48.0075,-66.6727,43.25,78,55,4.92,broken clouds
588,Kearney,US,40.6995,-99.0815,75.11,34,0,14.97,clear sky
589,Tolstoy-Yurt,RU,43.4444,45.7722,59.32,88,75,17.9,light intensity shower rain
590,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,88,20,7.11,few clouds
591,Marawi,PH,7.9986,124.2928,74.68,84,94,0.87,overcast clouds
592,Coahuayana,MX,18.7333,-103.6833,83.43,76,85,2.86,overcast clouds
593,Lieksa,FI,63.3167,30.0167,47.32,85,62,17.45,broken clouds
594,Nemuro,JP,43.3236,145.575,55.87,90,100,15.48,light rain
595,Ust-Omchug,RU,61.15,149.6333,16.88,86,99,1.36,overcast clouds
596,Pirassununga,BR,-21.9961,-47.4258,69.46,88,0,6.91,clear sky
597,Tezu,IN,27.9167,96.1667,71.51,99,100,2.46,overcast clouds
598,Tutoia,BR,-2.7619,-42.2744,79.72,80,56,12.71,broken clouds
599,Gumdag,TM,39.2061,54.5906,66.47,18,30,16.06,scattered clouds
600,Teluknaga,ID,-6.0989,106.6381,83.62,100,20,2.3,mist
601,Raudeberg,NO,61.9875,5.1352,43.95,1,80,26.82,light rain
602,Bogo,PH,11.0517,124.0055,83.59,75,55,8.95,broken clouds
603,Kamaishi,JP,39.2667,141.8833,62.49,78,100,9.89,overcast clouds
604,Kruisfontein,ZA,-34.0033,24.7314,64.89,53,100,5.79,overcast clouds
605,High Level,CA,58.5169,-117.136,57.31,30,40,13.8,scattered clouds
606,Malanje,AO,-9.5402,16.341,67.05,75,21,5.88,few clouds
607,Praya,CV,14.9215,-23.5087,79.34,78,75,12.66,broken clouds
608,Charters Towers,AU,-20.1,146.2667,80.2,51,51,13.33,broken clouds
609,Teguise,ES,29.0605,-13.564,66.42,78,20,3.44,few clouds
610,Samarai,PG,-10.6167,150.6667,82.18,76,32,11.18,scattered clouds
611,Kununurra,AU,-15.7667,128.7333,87.78,55,8,3.44,clear sky
612,Bay Roberts,CA,47.5999,-53.2648,47.95,89,9,1.99,clear sky
613,Saint-Lo,FR,49.1162,-1.0903,48.63,84,70,4.97,broken clouds
614,Lao Cai,VN,22.4833,103.95,65.98,85,42,0.2,scattered clouds
615,Stephenville,US,32.2207,-98.2023,81.93,36,75,8.01,broken clouds
616,Simbahan,PH,6.3032,120.5836,83.89,75,70,14.63,broken clouds
617,Sindor,RU,62.8629,51.8905,38.28,93,50,8.46,scattered clouds
618,Asfi,MA,32.2994,-9.2372,66.7,86,97,2.33,overcast clouds
619,Middletown,US,39.5151,-84.3983,65.48,59,0,4.61,clear sky
620,Soverato,IT,38.685,16.5499,60.75,89,4,8.1,clear sky
621,Forbes,AU,-33.3833,148.0167,68.92,70,100,11.72,overcast clouds
622,Kimbe,PG,-5.5502,150.1429,88.16,55,62,2.68,broken clouds
623,Tshikapa,CD,-6.4167,20.8,70.68,75,27,2.86,scattered clouds
624,Verkhnyaya Toyma,RU,62.2349,44.9985,40.57,93,57,6.53,broken clouds
625,Karratha,AU,-20.7377,116.8463,81.46,20,29,9.33,scattered clouds
626,Eydhafushi,MV,5.1033,73.0708,81.12,80,58,20.07,broken clouds
627,Baiyin,CN,36.5583,104.2081,45.54,44,15,2.51,few clouds
628,Miles City,US,46.4083,-105.8406,68.52,31,24,4.54,few clouds
629,Eidfjord,NO,60.4675,7.0719,43.88,99,100,9.26,overcast clouds
630,Felanitx,ES,39.4696,3.1483,65.95,81,88,4.83,overcast clouds
631,Tupiza,BO,-21.45,-65.7167,54.57,3,0,12.55,clear sky
632,Rapid City,US,44.0805,-103.231,76.3,24,0,12.66,clear sky
633,Nogales,MX,31.3086,-110.9422,69.71,60,100,5.75,overcast clouds
634,Cuiaba,BR,-15.5961,-56.0967,78.73,83,40,4.61,scattered clouds
635,Kramat,ID,-8.1311,113.4499,77.79,88,100,1.25,overcast clouds
636,Soyo,AO,-6.1349,12.3689,76.5,86,6,6.04,clear sky
637,Gigmoto,PH,13.7796,124.39,82.45,81,100,8.23,overcast clouds
638,Ayan,RU,56.45,138.1667,38.95,69,84,10.74,broken clouds
639,Inirida,CO,3.8653,-67.9239,77.16,86,91,3.22,heavy intensity rain
640,Santo Tomas,PH,14.1079,121.1414,84.56,79,65,0.92,broken clouds
641,Pierre,US,44.3683,-100.351,73.27,36,54,1.99,broken clouds
642,Segou,ML,13.4317,-6.2157,83.07,52,33,9.51,scattered clouds
643,Ouadda,CF,8.0777,22.4007,65.75,96,80,1.72,broken clouds
644,Fort-Shevchenko,KZ,44.5086,50.263,63.88,89,46,4.61,scattered clouds
645,North Platte,US,41.1239,-100.7654,75.11,28,0,8.99,clear sky
646,Lensk,RU,60.7253,114.9278,35.38,93,99,3.89,overcast clouds
647,Champerico,GT,14.3,-91.9167,75.74,90,100,6.29,overcast clouds
648,Amalapuram,IN,16.5833,82.0167,75.76,95,100,2.04,overcast clouds
649,Jiangyou,CN,31.7667,104.7167,56.25,72,93,0.92,overcast clouds
650,Ballina,AU,-28.8667,153.5667,65.79,89,95,14.83,overcast clouds
651,Tromso,NO,69.6496,18.957,44.62,87,100,0.0,light rain
652,Shetpe,KZ,44.1667,52.1167,60.84,22,46,10.4,scattered clouds
653,Chavakkad,IN,10.5333,76.05,75.9,89,100,4.18,overcast clouds
654,Faya,SA,18.3851,42.4509,60.91,31,3,4.65,clear sky
655,Ormara,PK,25.2088,64.6357,78.87,47,0,5.59,clear sky
656,Macomb,US,40.4592,-90.6718,71.78,39,0,0.0,clear sky
657,Milledgeville,US,33.0801,-83.2321,66.69,66,0,5.64,clear sky
658,Praia,CV,14.9215,-23.5087,79.34,78,75,12.66,broken clouds
659,Gimli,CA,50.6336,-96.9907,60.82,59,51,14.97,broken clouds
660,Santa Elena,EC,-2.2333,-80.85,67.55,88,100,10.36,overcast clouds
661,Rodgau,DE,50.0263,8.8859,59.36,90,99,5.41,overcast clouds
662,Batemans Bay,AU,-35.7167,150.1833,58.1,54,56,7.36,broken clouds
663,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,39.79,65,75,4.47,broken clouds
664,Ankazoabo,MG,-22.2833,44.5167,70.21,69,0,5.68,clear sky
665,Disna,BY,55.568,28.1971,40.06,87,80,6.93,broken clouds
666,Katsuura,JP,35.1333,140.3,71.62,53,98,26.51,overcast clouds
667,Dicabisagan,PH,17.0818,122.4157,77.81,91,100,7.05,heavy intensity rain
668,Tianpeng,CN,30.9866,103.9393,55.87,73,92,3.29,overcast clouds
669,Balikpapan,ID,-1.2675,116.8289,76.19,94,20,5.75,light rain
670,Maragogi,BR,-9.0122,-35.2225,77.68,76,96,10.18,overcast clouds
671,Qui Nhon,VN,13.7667,109.2333,78.78,86,100,16.91,overcast clouds
672,Athabasca,CA,54.7169,-113.2854,52.21,52,100,21.34,overcast clouds
673,Rayachoti,IN,14.05,78.75,71.82,94,99,4.25,overcast clouds
674,Karatau,KZ,43.1667,70.4667,38.23,63,0,2.44,clear sky
675,Ubatuba,BR,-23.4339,-45.0711,70.72,97,100,3.78,overcast clouds
676,Cap Malheureux,MU,-19.9842,57.6142,69.48,75,9,5.99,clear sky
677,Laem Sing,TH,12.4816,102.0738,78.06,100,100,6.31,overcast clouds
678,Batagay-Alyta,RU,67.8006,130.4114,8.02,84,20,3.78,few clouds
679,Qiongshan,CN,20.0058,110.3542,75.18,64,0,8.95,clear sky
680,Hamada,JP,34.8833,132.0833,59.72,64,100,14.56,overcast clouds
681,Da Nang,VN,16.0678,108.2208,78.78,78,75,11.5,broken clouds
682,Pueblo,US,38.2545,-104.6091,75.96,17,1,5.01,clear sky
683,Saint Anthony,US,45.0205,-93.218,66.88,45,0,5.1,clear sky
684,San Jose Iturbide,MX,21.0,-100.3833,65.59,70,99,8.95,overcast clouds
685,Liuhe,CN,42.2401,125.7172,36.48,79,8,4.29,clear sky
686,Merrill,US,45.1805,-89.6835,55.89,72,13,6.38,few clouds
687,Tuatapere,NZ,-46.1333,167.6833,51.33,63,92,12.17,overcast clouds
688,Asyut,EG,27.181,31.1837,71.69,54,0,12.62,clear sky
689,Tiznit,MA,29.5833,-9.5,62.58,80,3,3.15,clear sky
690,Raga,SS,8.4596,25.678,68.94,95,57,1.3,broken clouds
691,Sevilla,ES,37.3824,-5.9761,70.0,82,0,5.01,clear sky
692,Toropets,RU,56.4978,31.6353,38.89,92,98,4.45,overcast clouds
693,Kathmandu,NP,27.7167,85.3167,62.82,94,75,3.44,broken clouds
